learning_rate 0.00175
num_layers 5
nodes_per_layer 200
TRAIN
======
k
MAE 0.0004721757558422994
MSE 3.479423551340635e-07
R2 0.9992088486151214

Q1
MAE 0.00012173773044065031
MSE 2.3678210396444526e-08
R2 0.9996749662903581

Q2
MAE 0.00010131834987247775
MSE 1.6356460973406662e-08
R2 0.999775472846225

Q3
MAE 0.00010993849551981255
MSE 1.9365609078121687e-08
R2 0.9997341658996711

Q4
MAE 0.00015176933041616356
MSE 3.709480691404423e-08
R2 0.9994907950179575

Q5
MAE 0.0001200139774306554
MSE 2.360716929019827e-08
R2 0.9996759414803709

Q6
MAE 0.0001070024395548066
MSE 1.834511714526465e-08
R2 0.9997481743180879

TEST
======
k
MAE 0.0008279899787816952
MSE 1.0538452426127938e-06
R2 0.9964019441706732

Q1
MAE 0.00022105964212946664
MSE 8.300170501551919e-08
R2 0.9989368677064814

Q2
MAE 0.00023995468199054218
MSE 9.629250955205951e-08
R2 0.998766631643174

Q3
MAE 0.00022764109732131631
MSE 8.517266380292962e-08
R2 0.9989090608512563

Q4
MAE 0.0002628982772067507
MSE 1.1089838701734054e-07
R2 0.998579551389755

Q5
MAE 0.00023163937255504983
MSE 8.84200207294138e-08
R2 0.998867466886211

Q6
MAE 0.00021379872600492237
MSE 7.677825329606832e-08
R2 0.9990165811593419

